Log,Label
Apr 20 23:19:26 axcf2152 kernel: [    0.696860] 001: pci_bus 0000:00: fixups for bus,0
Apr 20 23:19:26 axcf2152 kernel: [    0.696947] 001: PCI: bus0: Fast back to back transfers disabled,0
"Apr 20 23:19:26 axcf2152 kernel: [    0.696973] 001: pci 0000:00:00.0: scanning [bus 00-00] behind bridge, pass 0",0
"Apr 20 23:19:26 axcf2152 kernel: [    0.696981] 001: pci 0000:00:00.0: bridge configuration invalid ([bus 00-00]), reconfiguring",0
"Apr 20 23:19:26 axcf2152 kernel: [    0.697066] 001: pci 0000:00:00.0: scanning [bus 00-00] behind bridge, pass 1",0
Apr 20 23:19:26 axcf2152 kernel: [    0.697684] 001: pci_bus 0000:01: scanning bus,0
Apr 20 23:19:26 axcf2152 kernel: [    0.699942] 001: pci_bus 0000:01: fixups for bus,0
Apr 20 23:19:26 axcf2152 kernel: [    0.699950] 001: PCI: bus1: Fast back to back transfers enabled,0
Apr 20 23:19:26 axcf2152 kernel: [    0.699959] 001: pci_bus 0000:01: bus scan returning with max=01,0
Apr 20 23:19:26 axcf2152 kernel: [    0.699971] 001: pci_bus 0000:01: busn_res: [bus 01-ff] end is updated to 01,0
Apr 20 23:19:26 axcf2152 kernel: [    0.700011] 001: pci_bus 0000:00: bus scan returning with max=01,0
Apr 20 23:19:26 axcf2152 kernel: [    0.700032] 001: pci 0000:00:00.0: PCI bridge to [bus 01],0
Apr 20 23:19:26 axcf2152 kernel: [    0.700349] 001: pcieport 0000:00:00.0: assign IRQ: got 51,0
Apr 20 23:19:26 axcf2152 kernel: [    0.700549] 001: pcieport 0000:00:00.0: enabling bus mastering,0
Apr 20 23:19:26 axcf2152 kernel: [    0.701379] 001: pcieport 0000:00:00.0: PME: Signaling with IRQ 52,0
"Apr 20 23:19:26 axcf2152 kernel: [    0.711192] 001: Serial: 8250/16550 driver, 2 ports, IRQ sharing disabled",0
Apr 20 23:19:26 axcf2152 kernel: [    0.713413] 001: printk: console [ttyS0] disabled,0
"Apr 20 23:19:26 axcf2152 kernel: [    0.713516] 001: ffc02000.serial0: ttyS0 at MMIO 0xffc02000 (irq = 42, base_baud = 6250000) is a 16550A",0
Apr 20 23:19:26 axcf2152 kernel: [    0.713587] 001: printk: console [ttyS0] enabled,0
"Apr 20 23:19:26 axcf2152 kernel: [    0.714558] 001: ffc03000.serial1: ttyS1 at MMIO 0xffc03000 (irq = 43, base_baud = 6250000) is a 16550A",0
Apr 20 23:19:26 axcf2152 kernel: [    0.730968] 001: brd: module loaded,0
Apr 20 23:19:26 axcf2152 kernel: [    0.732960] 001: loop: module loaded,0
Apr 20 23:19:26 axcf2152 kernel: [    0.733442] 001: SIGLMP: signal_lamps_probe(). Version=01.00.01.R. Debug level 0,0
Apr 20 23:19:26 axcf2152 kernel: [    0.739828] 001: libphy: Fixed MDIO Bus: probed,0
Apr 20 23:19:26 axcf2152 kernel: [    0.741534] 001: i210ie: Intel(R) Gigabit Ethernet Network Driver - v01.00.04.R-s1,0
Apr 20 23:19:26 axcf2152 kernel: [    0.741544] 001: i210ie: Based on igb driver - version 5.6.0-k,0
Apr 20 23:19:26 axcf2152 kernel: [    0.741548] 001: i210ie: Copyright (c) 2007-2014 Intel Corporation.,0
Apr 20 23:19:26 axcf2152 kernel: [    0.742224] 001: socfpga-dwmac ff702000.ethernet: IRQ eth_wake_irq not found,0
Apr 20 23:19:26 axcf2152 kernel: [    0.742236] 001: socfpga-dwmac ff702000.ethernet: IRQ eth_lpi not found,0
Apr 20 23:19:26 axcf2152 kernel: [    0.742371] 001: socfpga-dwmac ff702000.ethernet: PTP uses main clock,0
Apr 20 23:19:26 axcf2152 kernel: [    0.742628] 001: socfpga-dwmac ff702000.ethernet: Version ID not available,0
Apr 20 23:19:26 axcf2152 kernel: [    0.742644] 001: socfpga-dwmac ff702000.ethernet: 	DWMAC1000,0
Apr 20 23:19:26 axcf2152 kernel: [    0.742653] 001: socfpga-dwmac ff702000.ethernet: DMA HW capability register supported,0
Apr 20 23:19:26 axcf2152 kernel: [    0.742658] 001: socfpga-dwmac ff702000.ethernet: RX Checksum Offload Engine supported,0
Apr 20 23:19:26 axcf2152 kernel: [    0.742664] 001: socfpga-dwmac ff702000.ethernet: COE Type 2,0
Apr 20 23:19:26 axcf2152 kernel: [    0.742672] 001: socfpga-dwmac ff702000.ethernet: TX Checksum insertion supported,0
Apr 20 23:19:26 axcf2152 kernel: [    0.742677] 001: socfpga-dwmac ff702000.ethernet: Enhanced/Alternate descriptors,0
Apr 20 23:19:26 axcf2152 kernel: [    0.742683] 001: socfpga-dwmac ff702000.ethernet: Extended descriptors not supported,0
Apr 20 23:19:26 axcf2152 kernel: [    0.742689] 001: socfpga-dwmac ff702000.ethernet: Ring mode enabled,0
Apr 20 23:19:26 axcf2152 kernel: [    0.744003] 001: Start stmmacPollTsk with Limiter (no napi_schedule) -v1.71-,0
Apr 20 23:19:26 axcf2152 kernel: [    0.745341] 001: rtc-pcf2123-pxc spi1.0: Load driver with spi-poll-mode.,0
Apr 20 23:19:26 axcf2152 kernel: [    0.745576] 001: rtc-pcf2123-pxc spi1.0: spiclk 5000 KHz.,0
Apr 20 23:19:26 axcf2152 kernel: [    0.746144] 001: rtc-pcf2123-pxc spi1.0: registered as rtc0,0
Apr 20 23:19:26 axcf2152 kernel: [    0.746565] 001: i2c /dev entries driver,0
Apr 20 23:19:26 axcf2152 kernel: [    0.750871] 001: device-mapper: ioctl: 4.41.0-ioctl (2019-09-16) initialised: dm-devel@redhat.com,0
Apr 20 23:19:26 axcf2152 kernel: [    0.751327] 001: sdhci: Secure Digital Host Controller Interface driver,0
Apr 20 23:19:26 axcf2152 kernel: [    0.751334] 001: sdhci: Copyright(c) Pierre Ossman,0
Apr 20 23:19:26 axcf2152 kernel: [    0.751337] 001: Synopsys Designware Multimedia Card Interface Driver,0
Apr 20 23:19:26 axcf2152 kernel: [    0.752008] 001: dw_mmc ff704000.dwmmc0: IDMAC supports 32-bit address mode.,0
Apr 20 23:19:26 axcf2152 kernel: [    0.752060] 001: dw_mmc ff704000.dwmmc0: Using internal DMA controller.,0
Apr 20 23:19:26 axcf2152 kernel: [    0.752078] 001: dw_mmc ff704000.dwmmc0: Version ID is 240a,0
"Apr 20 23:19:26 axcf2152 kernel: [    0.752338] 001: dw_mmc ff704000.dwmmc0: DW MMC controller at irq 37,32 bit host data width,1024 deep fifo",0
Apr 20 23:19:26 axcf2152 kernel: [    0.752502] 001: mmc_host mmc0: card is polling.,0
"Apr 20 23:19:26 axcf2152 kernel: [    0.765308] 001: mmc_host mmc0: Bus speed (slot 0) = 50000000Hz (slot req 400000Hz, actual 396825HZ div = 63)",0
Apr 20 23:19:26 axcf2152 kernel: [    0.778624] 001: sdhci-pltfm: SDHCI platform and OF driver helper,0
"Apr 20 23:19:26 axcf2152 kernel: [    0.779307] 001: mmc1 bounce up to 128 segments into one, max segment size 65536 bytes",0
Apr 20 23:19:26 axcf2152 kernel: [    0.803679] 001: mmc1: SDHCI controller on ff228000.sdhci [ff228000.sdhci] using DMA,0
Apr 20 23:19:26 axcf2152 kernel: [    0.804936] 001: usbcore: registered new interface driver usbhid,0
Apr 20 23:19:26 axcf2152 kernel: [    0.804946] 001: usbhid: USB HID core driver,0
Apr 20 23:19:26 axcf2152 kernel: [    0.805216] 001: MRAM: mram_probe(). Version=01.00.01.R. Debug level 0,0
Apr 20 23:19:26 axcf2152 kernel: [    0.806557] 001: fpga_manager fpga0: Altera SOCFPGA FPGA Manager registered,0
Apr 20 23:19:26 axcf2152 kernel: [    0.807609] 001: altera_hps2fpga_bridge ff400000.fpga_bridge: fpga bridge [lwhps2fpga] registered,0
Apr 20 23:19:26 axcf2152 kernel: [    0.808245] 001: altera_hps2fpga_bridge ff500000.fpga_bridge: fpga bridge [hps2fpga] registered,0
Apr 20 23:19:26 axcf2152 kernel: [    0.810531] 001: NET: Registered protocol family 10,0
Apr 20 23:19:26 axcf2152 kernel: [    0.811830] 001: Segment Routing with IPv6,0
"Apr 20 23:19:26 axcf2152 kernel: [    0.811923] 001: sit: IPv6, IPv4 and MPLS over IPv4 tunneling driver",0
Apr 20 23:19:26 axcf2152 kernel: [    0.813147] 001: NET: Registered protocol family 17,0
Apr 20 23:19:26 axcf2152 kernel: [    0.813264] 001: Key type dns_resolver registered,0
Apr 20 23:19:26 axcf2152 kernel: [    0.813405] 001: ThumbEE CPU extension supported.,0
Apr 20 23:19:26 axcf2152 kernel: [    0.813420] 001: Registering SWP/SWPB emulation handler,0
Apr 20 23:19:26 axcf2152 kernel: [    0.814768] 001: Key type trusted registered,0
Apr 20 23:19:26 axcf2152 kernel: [    0.818797] 001: Key type encrypted registered,0
Apr 20 23:19:26 axcf2152 kernel: [    0.825532] 001: rtc-pcf2123-pxc spi1.0: setting system clock to 2025-04-20T23:19:18 UTC (1745191158),0
Apr 20 23:19:26 axcf2152 kernel: [    0.857763] 001: ttyS0 - failed to request DMA,0
Apr 20 23:19:26 axcf2152 kernel: [    0.884866] 001: Waiting for root device /dev/mmcblk0p3...,0
Apr 20 23:19:26 axcf2152 kernel: [    0.969340] 000: random: fast init done,0
"Apr 20 23:19:26 axcf2152 kernel: [    0.971164] 001: mmc_host mmc0: Bus speed (slot 0) = 50000000Hz (slot req 50000000Hz, actual 50000000HZ div = 0)",0
Apr 20 23:19:26 axcf2152 kernel: [    0.971241] 001: mmc0: new high speed SDHC card at address 0001,0
Apr 20 23:19:26 axcf2152 kernel: [    0.972454] 001: mmcblk0: mmc0:0001 0004G 3.71 GiB,0
Apr 20 23:19:26 axcf2152 kernel: [    0.982931] 001:  mmcblk0: p1 p2 p3 p4 < p5 p6 p7 >,0
Apr 20 23:19:26 axcf2152 kernel: [    1.018576] 001: EXT4-fs (mmcblk0p3): mounted filesystem with ordered data mode. Opts: (null),0
Apr 20 23:19:26 axcf2152 kernel: [    1.018656] 001: VFS: Mounted root (ext4 filesystem) readonly on device 179:3.,0
Apr 20 23:19:26 axcf2152 kernel: [    1.019585] 001: devtmpfs: mounted,0
Apr 20 23:19:26 axcf2152 kernel: [    1.021274] 001: Freeing unused kernel memory: 1024K,0
Apr 20 23:19:26 axcf2152 kernel: [    1.078207] 001: Run /init as init process,0
Apr 20 23:19:26 axcf2152 kernel: [    1.816656] 001: EXT4-fs (mmcblk0p3): re-mounted. Opts: (null),0
Apr 20 23:19:26 axcf2152 kernel: [    1.893906] 001: EXT4-fs (mmcblk0p7): INFO: recovery required on readonly filesystem,0
Apr 20 23:19:26 axcf2152 kernel: [    1.893917] 001: EXT4-fs (mmcblk0p7): write access will be enabled during recovery,0
Apr 20 23:19:26 axcf2152 kernel: [    1.917955] 001: EXT4-fs (mmcblk0p7): recovery complete,0
Apr 20 23:19:26 axcf2152 kernel: [    1.918950] 001: EXT4-fs (mmcblk0p7): mounted filesystem with ordered data mode. Opts: (null),0
Apr 20 23:19:26 axcf2152 kernel: [    4.129597] 000: EXT4-fs (mmcblk0p6): mounted filesystem with ordered data mode. Opts: (null),0
Apr 20 23:19:26 axcf2152 kernel: [    4.187353] 000: EXT4-fs (mmcblk0p7): mounted filesystem with ordered data mode. Opts: (null),0
Apr 20 23:19:26 axcf2152 kernel: [    4.698847] 000: EXT4-fs (mmcblk0p7): mounted filesystem with ordered data mode. Opts: (null),0
Apr 20 23:19:26 axcf2152 kernel: [    5.272429] 000: EXT4-fs (mmcblk0p7): mounted filesystem with ordered data mode. Opts: (null),0
Apr 20 23:19:26 axcf2152 kernel: [    5.272473] 000: ext4 filesystem being mounted at /etc/device_data supports timestamps until 2038 (0x7fffffff),0
Apr 20 23:19:26 axcf2152 kernel:    5.458603] 000: udevd[958]: starting version 3.2.10,0
Apr 20 23:19:26 axcf2152 kernel: [    5.479416] 000: random: udevd: uninitialized urandom read (16 bytes read),0
Apr 20 23:19:26 axcf2152 kernel: [    5.480305] 000: random: udevd: uninitialized urandom read (16 bytes read),0
Apr 20 23:19:26 axcf2152 kernel: [    5.480401] 000: random: udevd: uninitialized urandom read (16 bytes read),0
Apr 20 23:19:26 axcf2152 kernel:    5.538425] 001: udevd[959]: starting eudev-3.2.10,0
Apr 20 23:19:26 axcf2152 kernel: [    5.676281] 001: FPGA: fpga_xfer_probe(). Version=01.00.01.R. Debug level 0,0
Apr 20 23:19:26 axcf2152 kernel: [    6.481903] 000: enable_arm_pmu: loading out-of-tree module taints kernel.,0
Apr 20 23:19:26 axcf2152 kernel: [    6.482328] 001: [enable_arm_pmu] enabling user-mode PMU access on CPU #1,0
Apr 20 23:19:26 axcf2152 kernel: [    6.482336] 000: [enable_arm_pmu] enabling user-mode PMU access on CPU #0,0
Apr 20 23:19:26 axcf2152 kernel: [    6.532256] 001: pmp_drv: Initializing module - v01.01.00.R,0
Apr 20 23:19:26 axcf2152 kernel: [    6.532546] 001: pmp_drv: No PMP device available.,0
Apr 20 23:19:26 axcf2152 kernel: [    6.577168] 001: -----------------------------------------------------,0
Apr 20 23:19:26 axcf2152 kernel: [    6.577179] 001: ------- init_module:splc1000_drv version:0.1.3.0 -------,0
Apr 20 23:19:26 axcf2152 kernel: [    6.577185] 001: -----------------------------------------------------,0
Apr 20 23:19:26 axcf2152 kernel: [    6.577846] 001: splc1000_sysfs:sysfsInit:,0
Apr 20 23:19:26 axcf2152 kernel: [    6.580339] 001: splc1000_sysfs:sysfsCreateFile: (masterreset) OK,0
Apr 20 23:19:26 axcf2152 kernel: [    6.580348] 001: splc1000_sysfs:sysfsCreateFile: (runtime) OK,0
Apr 20 23:19:26 axcf2152 kernel: [    6.580356] 001: splc1000_sysfs:sysfsCreateFile: (module_ready) OK,0
Apr 20 23:19:26 axcf2152 kernel: [    6.580409] 001: splc1000_sysfs:sysfsCreateFile: (printregister) OK,0
Apr 20 23:19:26 axcf2152 kernel: [    6.580422] 001: splc1000_sysfs:sysfsCreateFile: (dmaCompleteTest) OK,0
Apr 20 23:19:26 axcf2152 kernel: [    6.580431] 001: splc1000_sysfs:sysfsCreateFile: (dmaRxTest) OK,0
Apr 20 23:19:26 axcf2152 kernel: [    6.580439] 001: splc1000_sysfs:sysfsCreateFile: (dmaTxTest) OK,0
Apr 20 23:19:26 axcf2152 kernel: [    6.580442] 001: splc1000_drv: mod_init succeeded,0
Apr 20 23:19:26 axcf2152 kernel: [    6.482339] 000: [enable_arm_pmu] initialized,0
Apr 20 23:19:26 axcf2152 kernel: [    7.296289] 000: urandom_read: 4 callbacks suppressed,0
Apr 20 23:19:26 axcf2152 kernel: [    7.296308] 000: random: dd: uninitialized urandom read (512 bytes read),0
Apr 20 23:19:26 axcf2152 kernel: [    7.514482] 001: random: dbus-daemon: uninitialized urandom read (12 bytes read),0
Apr 20 23:19:26 axcf2152 kernel: [    7.661163] 000: random: dbus-daemon: uninitialized urandom read (12 bytes read),0
Apr 20 23:19:26 axcf2152 kernel: [    7.970781] 001: random: crng init done,0
Apr 20 23:19:26 axcf2152 kernel: [    9.885015] 000: LTTng: Loaded modules v2.12.9 ((Ta) Meilleure),0
Apr 20 23:19:26 axcf2152 kernel: [    9.952894] 001: socfpga-dwmac ff702000.ethernet eth0: No Safety Features support found,0
Apr 20 23:19:26 axcf2152 kernel: [    9.953293] 001: socfpga-dwmac ff702000.ethernet eth0: registered PTP clock,0
Apr 20 23:19:26 axcf2152 kernel: [    9.953312] 001: socfpga-dwmac ff702000.ethernet eth0: configuring for fixed/rgmii link mode,0
Apr 20 23:19:26 axcf2152 kernel: [    9.953490] 001: socfpga-dwmac ff702000.ethernet eth0: Link is Up - 1Gbps/Full - flow control off,0
Apr 20 23:19:27 axcf2152 kernel:   10.506208] 001: Enable stmmac 32Pkt/mSec PacketLimit,0
Apr 20 23:19:27 axcf2152 kernel: [   10.506526] 001: stmmac_fast.c - stmmacCtrlWrite - Change PollTask Prio from -97 to -96,0
Apr 20 23:19:27 axcf2152 kernel:   10.506756] 001: Set stmmac task prio to -96,0
Apr 20 23:19:28 axcf2152 TCSD TDDL[1473]: TrouSerS ioctl: (25) Inappropriate ioctl for device,0
Apr 20 23:19:28 axcf2152 TCSD TDDL[1473]: TrouSerS Falling back to Read/Write device support.,0
Apr 20 23:19:28 axcf2152 TCSD[1480]: TrouSerS trousers 0.3.15: TCSD up and running.,0
Apr 20 23:19:28 axcf2152 kernel: [   11.297183] 001: AXM: axio_xfer_probe(). Version=01.01.06.R. Debug level 0,0
Apr 20 23:19:28 axcf2152 kernel: [   11.310445] 001: AXM: axio_xfer_probe(). Get IRQ 49 for MXI,0
Apr 20 23:19:28 axcf2152 crond[1543]: (CRON) STARTUP (1.6.0),0
Apr 20 23:19:28 axcf2152 crond[1543]: (CRON) INFO (Syslog will be used instead of sendmail.),0
Apr 20 23:19:28 axcf2152 crond[1543]: (CRON) INFO (RANDOM_DELAY will be scaled with factor 91% if used.),0
Apr 20 23:19:29 axcf2152 su[1622]: Successful su for plcnext_firmware by root,0
Apr 20 23:19:29 axcf2152 su[1622]: + /dev/tty0 root:plcnext_firmware,0
Apr 20 23:19:29 axcf2152 su[1622]: pam_unix(su:session): session opened for user plcnext_firmware(uid=1001) by (uid=0),0
Apr 20 23:19:30 axcf2152 ntpd[1317]: Listen normally on 2 lo 127.0.0.1:123,0
Apr 20 23:19:30 axcf2152 ntpd[1317]: Listen normally on 3 eth0 192.168.137.400:123,0
Apr 20 23:19:30 axcf2152 ntpd[1317]: Listen normally on 4 lo [::1]:123,0
Apr 20 23:19:30 axcf2152 ntpd[1317]: Listen normally on 5 eth0 [fe80::aa74:1dff:fe11:b6b4%2]:123,0
Apr 20 23:19:30 axcf2152 ntpd[1317]: new interface(s) found: waking up resolver,0
Apr 20 23:19:33 axcf2152 su[1622]: pam_unix(su:session): session closed for user plcnext_firmware,0
"Apr 20 23:19:33 axcf2152 dbus-daemon[1146]: [system] Activating service name='de.pengutronix.rauc' requested by ':1.0' (uid=0 pid=1629 comm=""rauc status mark-good"") (using servicehelper)",0
Apr 20 23:19:33 axcf2152 dbus-daemon[1146]: [system] Successfully activated service 'de.pengutronix.rauc',0
Apr 20 23:19:33 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.ApplicationBase INFO - ArpVersion: 2022.9.0 (22.9.0.33),0
Apr 20 23:19:33 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.ApplicationBase DEBUG - Starting application 'MainProcess' in current directory:,0
Apr 20 23:19:33 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.ApplicationBase DEBUG - /opt/plcnext,0
Apr 20 23:19:33 axcf2152 Arp.System.Application: Arp.System.Acf.Internal.ApplicationBase DEBUG - Load Acf settings from: /etc/plcnext/Device.acf.settings,0
Apr 20 23:19:33 axcf2152 kernel: [   16.612260] 001: EXT4-fs (mmcblk0p2): mounted filesystem with ordered data mode. Opts: (null),0
Apr 20 23:19:33 axcf2152 Arp.System.Application: CommonRemoting INFO - [IpcRemotingBroker]: Starting IPC Remoting Broker,0
Apr 20 23:19:33 axcf2152 Arp.System.Application: CommonRemoting INFO - Starting remoting server (version=4),0
Apr 20 23:19:33 axcf2152 Arp.System.Application: CommonRemoting INFO - Start listening on IPC *,0
Apr 20 23:19:33 axcf2152 Arp.System.Application: Arp.System.Commons.Threading.Thread DEBUG - Thread 'RscListener@ipc' starts.,0
Apr 20 23:19:33 axcf2152 Arp.System.Application: CommonRemoting DEBUG - Started listener 'ipc://*' successful,0
Apr 20 23:19:33 axcf2152 Arp.System.Application: CommonRemoting INFO - Start listening on TCP port 41120,0
Apr 20 23:19:33 axcf2152 Arp.System.Application: Arp.System.Commons.Threading.Thread DEBUG - Thread 'RscListener@tcp' starts.,0
Apr 20 23:19:33 axcf2152 Arp.System.Application: CommonRemoting DEBUG - Started listener 'tcp://localhost:41120' successful,0
Apr 20 23:19:33 axcf2152 Arp.System.Application: CommonRemoting INFO - Start listening on IPC MainProcess,0
Apr 20 23:19:33 axcf2152 Arp.System.Application: Arp.System.Commons.Threading.Thread DEBUG - Thread 'RscListener@ipc' starts.,0
Apr 20 23:19:33 axcf2152 Arp.System.Application: CommonRemoting DEBUG - Started listener 'ipc://MainProcess' successful,0
Apr 20 23:19:33 axcf2152 Arp.System.Application: CommonRemoting INFO - Start listening on TCP port 41121,0
Apr 20 23:19:33 axcf2152 Arp.System.Application: Arp.System.Commons.Threading.Thread DEBUG - Thread 'RscListener@tcp' starts.,0
Apr 20 23:19:33 axcf2152 Arp.System.Application: CommonRemoting DEBUG - Started listener 'tcp://localhost:41121' successful,0
Apr 20 23:19:33 axcf2152 Arp.System.Application: CommonRemoting DEBUG - [IpcRemotingBroker]: Application 'MainProcess:41121' registered,0
Apr 20 23:19:33 axcf2152 Arp.System.Application: CommonRemoting DEBUG - [IpcRemotingBroker]: ServiceProvider 'Arp' registered,0
Apr 20 23:19:33 axcf2152 Arp.System.Application: CommonRemoting DEBUG - [IpcRemotingBroker]: Service 'Arp.System.Nm.Services.Internal.INotificationSendingService' registered for application 'MainProcess',0
Apr 20 23:19:33 axcf2152 Arp.System.Application: CommonRemoting DEBUG - [IpcRemotingBroker]: Service 'Arp.System.Nm.Services.Internal.INotificationManagerInfoService' registered for application 'MainProcess',0
Apr 20 23:19:33 axcf2152 Arp.System.Application: CommonRemoting DEBUG - [IpcRemotingBroker]: Service 'Arp.System.Nm.Services.Internal.INotificationDispatcherManagerService' registered for application 'MainProcess',0
Apr 20 23:19:33 axcf2152 Arp.System.Application: CommonRemoting DEBUG - [IpcRemotingBroker]: Service 'Arp.System.Nm.Services.INotificationManagerService' registered for application 'MainProcess',0
Apr 20 23:19:33 axcf2152 Arp.System.Application: CommonRemoting DEBUG - [IpcRemotingBroker]: Service 'Arp.System.Nm.Services.Internal.ISubscriptionStateService' registered for application 'MainProcess',0
Apr 20 23:19:33 axcf2152 Arp.System.Application: Arp.System.Commons.Threading.Thread DEBUG - Thread 'NmNonBlocking' starts.,0
Apr 20 23:19:33 axcf2152 Arp.System.Application: Arp.System.Rsc.Internal.RscServiceManager DEBUG - Create local service 'Arp:Arp.System.Nm.Services.Internal.INotificationSendingService',0
Apr 20 23:19:33 axcf2152 Arp.System.Application: Arp.System.Rsc.Internal.RscServiceManager DEBUG - Create local service 'Arp:Arp.System.Nm.Services.Internal.INotificationManagerInfoService',0
Apr 20 23:19:33 axcf2152 Arp.System.Application: CommonRemoting DEBUG - [IpcRemotingBroker]: ServiceProvider 'MainProcess' registered,0
Apr 20 23:19:33 axcf2152 Arp.System.Application: CommonRemoting DEBUG - [IpcRemotingBroker]: Service 'Arp.System.Nm.Services.Internal.INotificationDispatcherService' registered for application 'MainProcess',0
Apr 20 23:19:33 axcf2152 Arp.System.Application: Arp.System.Rsc.Internal.RscServiceManager DEBUG - Create local service 'Arp:Arp.System.Nm.Services.Internal.INotificationDispatcherManagerService',0
Apr 20 23:19:33 axcf2152 Arp.System.Application: Arp.System.Rsc.Internal.RscServiceManager DEBUG - Create local service 'Arp:Arp.System.Nm.Services.Internal.INotificationManagerInfoService',0
Apr 20 23:19:33 axcf2152 Arp.System.Application: Arp.System.Rsc.Internal.RscServiceManager DEBUG - Create local service 'Arp:Arp.System.Nm.Services.Internal.INotificationSendingService',0
Apr 20 23:19:33 axcf2152 Arp.System.Application: Arp.System.Rsc.Internal.RscServiceManager DEBUG - Create local service 'MainProcess:Arp.System.Nm.Services.Internal.INotificationDispatcherService',0
