Message,Label,Attack Technique
"Aug 29 16:58:01 axcf2152 CROND[2022]: (root) CMDOUT (/bin/sh: line 1: /opt/plcnext/master/scripts/bash_monitor.sh: Permission denied)
",0,0
"Aug 29 16:58:01 axcf2152 CROND[2022]: (root) CMDEND (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 16:58:01 axcf2152 CROND[2022]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 16:58:01 axcf2152 CROND[2029]: (root) CMD (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 16:58:01 axcf2152 CROND[2023]: (root) CMDOUT (/bin/sh: line 1: /opt/plcnext/master/scripts/c2_monit.sh: Permission denied)
",0,0
"Aug 29 16:58:01 axcf2152 CROND[2023]: (root) CMDEND (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 16:58:01 axcf2152 CROND[2023]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 16:58:01 axcf2152 CROND[2024]: (root) CMDOUT (/bin/sh: line 1: /opt/plcnext/master/scripts/cron_monit.sh: Permission denied)
",0,0
"Aug 29 16:58:01 axcf2152 CROND[2024]: (root) CMDEND (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 16:58:01 axcf2152 CROND[2024]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 16:58:01 axcf2152 CROND[2030]: (root) CMD (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 16:58:01 axcf2152 CROND[2031]: (root) CMD (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 16:58:01 axcf2152 CROND[2021]: (root) CMDOUT (/bin/sh: line 1: /opt/plcnext/master/scripts/bash_access.sh: Permission denied)
",0,0
"Aug 29 16:58:01 axcf2152 CROND[2021]: (root) CMDEND (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 16:58:01 axcf2152 CROND[2021]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 16:58:01 axcf2152 CROND[2025]: (root) CMDOUT (/bin/sh: line 1: /opt/plcnext/master/scripts/firewall_monit.sh: Permission denied)
",0,0
"Aug 29 16:58:01 axcf2152 CROND[2025]: (root) CMDEND (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 16:58:01 axcf2152 CROND[2025]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 16:58:02 axcf2152 bash[2037]: CMD: vim bash_access.sh  | USER: root | CWD: /opt/plcnext/master/scripts
",0,0
"Aug 29 16:58:21 axcf2152 bash[2045]: CMD: htop  | USER: root | CWD: /opt/plcnext/master/scripts
",0,0
"Aug 29 16:58:22 axcf2152 bash[2053]: CMD: htop  | USER: root | CWD: /opt/plcnext/master/scripts
",0,0
"Aug 29 16:58:36 axcf2152 bash[2060]: CMD: crontab  | USER: root | CWD: /opt/plcnext/master/scripts
",0,0
"Aug 29 16:58:59 axcf2152 bash[2070]: CMD: /etc/init.d/crond  | USER: root | CWD: /opt/plcnext/master/scripts
",0,0
"Aug 29 16:59:01 axcf2152 crond[2076]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 16:59:01 axcf2152 crond[2074]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 16:59:01 axcf2152 crond[2073]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 16:59:01 axcf2152 crond[2072]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 16:59:01 axcf2152 crond[2075]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 16:59:01 axcf2152 CROND[2077]: (root) CMD (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 16:59:01 axcf2152 CROND[2078]: (root) CMD (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 16:59:02 axcf2152 CROND[2079]: (root) CMD (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 16:59:02 axcf2152 CROND[2072]: (root) CMDOUT (/bin/sh: line 1: /opt/plcnext/master/scripts/bash_access.sh: Permission denied)
",0,0
"Aug 29 16:59:02 axcf2152 CROND[2072]: (root) CMDEND (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 16:59:02 axcf2152 CROND[2072]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 16:59:02 axcf2152 CROND[2074]: (root) CMDOUT (/bin/sh: line 1: /opt/plcnext/master/scripts/c2_monit.sh: Permission denied)
",0,0
"Aug 29 16:59:02 axcf2152 CROND[2076]: (root) CMDOUT (/bin/sh: line 1: /opt/plcnext/master/scripts/firewall_monit.sh: Permission denied)
",0,0
"Aug 29 16:59:02 axcf2152 CROND[2074]: (root) CMDEND (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 16:59:02 axcf2152 CROND[2074]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 16:59:02 axcf2152 CROND[2076]: (root) CMDEND (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 16:59:02 axcf2152 CROND[2076]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 16:59:02 axcf2152 CROND[2081]: (root) CMD (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 16:59:02 axcf2152 CROND[2082]: (root) CMD (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 16:59:02 axcf2152 CROND[2075]: (root) CMDOUT (/bin/sh: line 1: /opt/plcnext/master/scripts/cron_monit.sh: Permission denied)
",0,0
"Aug 29 16:59:02 axcf2152 CROND[2075]: (root) CMDEND (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 16:59:02 axcf2152 CROND[2075]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 16:59:02 axcf2152 CROND[2073]: (root) CMDOUT (/bin/sh: line 1: /opt/plcnext/master/scripts/bash_monitor.sh: Permission denied)
",0,0
"Aug 29 16:59:02 axcf2152 CROND[2073]: (root) CMDEND (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 16:59:02 axcf2152 CROND[2073]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 16:59:02 axcf2152 crond[1537]: (CRON) INFO (Shutting down)
",0,0
"Aug 29 16:59:03 axcf2152 crond[2089]: (CRON) STARTUP (1.6.0)
",0,0
"Aug 29 16:59:03 axcf2152 crond[2089]: (CRON) INFO (Syslog will be used instead of sendmail.)
",0,0
"Aug 29 16:59:03 axcf2152 crond[2089]: (CRON) INFO (RANDOM_DELAY will be scaled with factor 30% if used.)
",0,0
"Aug 29 16:59:03 axcf2152 crond[2089]: (CRON) INFO (@reboot jobs will be run at computer's startup.)
",0,0
"Aug 29 16:59:03 axcf2152 bash[2095]: CMD: /etc/init.d/crond restart | USER: root | CWD: /opt/plcnext/master/scripts
",0,0
"Aug 29 16:59:17 axcf2152 bash[2102]: CMD: ls | USER: root | CWD: /opt/plcnext/master/scripts
",0,0
"Aug 29 17:00:01 axcf2152 crond[2106]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:00:01 axcf2152 crond[2107]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:00:01 axcf2152 crond[2110]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:00:01 axcf2152 crond[2108]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:00:01 axcf2152 crond[2109]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:00:01 axcf2152 CROND[2115]: (root) CMD (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 17:00:01 axcf2152 CROND[2114]: (root) CMD (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 17:00:01 axcf2152 CROND[2113]: (root) CMD (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 17:00:01 axcf2152 CROND[2116]: (root) CMD (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 17:00:01 axcf2152 CROND[2117]: (root) CMD (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 17:00:01 axcf2152 CROND[2110]: (root) CMDOUT (/bin/sh: line 1: /opt/plcnext/master/scripts/firewall_monit.sh: Permission denied)
",0,0
"Aug 29 17:00:02 axcf2152 CROND[2110]: (root) CMDEND (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 17:00:02 axcf2152 CROND[2110]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:00:02 axcf2152 CROND[2107]: (root) CMDOUT (/bin/sh: line 1: /opt/plcnext/master/scripts/bash_monitor.sh: Permission denied)
",0,0
"Aug 29 17:00:02 axcf2152 CROND[2107]: (root) CMDEND (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 17:00:02 axcf2152 CROND[2106]: (root) CMDOUT (/bin/sh: line 1: /opt/plcnext/master/scripts/bash_access.sh: Permission denied)
",0,0
"Aug 29 17:00:02 axcf2152 CROND[2107]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:00:02 axcf2152 CROND[2106]: (root) CMDEND (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 17:00:02 axcf2152 CROND[2106]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:00:02 axcf2152 CROND[2108]: (root) CMDOUT (/bin/sh: line 1: /opt/plcnext/master/scripts/c2_monit.sh: Permission denied)
",0,0
"Aug 29 17:00:02 axcf2152 CROND[2108]: (root) CMDEND (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 17:00:02 axcf2152 CROND[2108]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:00:02 axcf2152 CROND[2109]: (root) CMDOUT (/bin/sh: line 1: /opt/plcnext/master/scripts/cron_monit.sh: Permission denied)
",0,0
"Aug 29 17:00:02 axcf2152 CROND[2109]: (root) CMDEND (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 17:00:02 axcf2152 CROND[2109]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:00:21 axcf2152 bash[2123]: CMD: vim /var/log/all.log  | USER: root | CWD: /opt/plcnext/master/scripts
",0,0
"Aug 29 17:00:22 axcf2152 bash[2131]: CMD: ls | USER: root | CWD: /opt/plcnext/master/scripts
",0,0
"Aug 29 17:00:29 axcf2152 bash[2138]: CMD: chmod + x *.sh | USER: root | CWD: /opt/plcnext/master/scripts
",0,0
"Aug 29 17:00:32 axcf2152 bash[2145]: CMD: chmod +x *.sh | USER: root | CWD: /opt/plcnext/master/scripts
",0,0
"Aug 29 17:00:36 axcf2152 crond[2089]: (CRON) INFO (Shutting down)
",0,0
"Aug 29 17:00:37 axcf2152 crond[2153]: (CRON) STARTUP (1.6.0)
",0,0
"Aug 29 17:00:37 axcf2152 crond[2153]: (CRON) INFO (Syslog will be used instead of sendmail.)
",0,0
"Aug 29 17:00:37 axcf2152 crond[2153]: (CRON) INFO (RANDOM_DELAY will be scaled with factor 98% if used.)
",0,0
"Aug 29 17:00:37 axcf2152 crond[2153]: (CRON) INFO (@reboot jobs will be run at computer's startup.)
",0,0
"Aug 29 17:00:37 axcf2152 bash[2160]: CMD: /etc/init.d/crond restart | USER: root | CWD: /opt/plcnext/master/scripts
",0,0
"Aug 29 17:00:46 axcf2152 syslog-ng[1903]: syslog-ng shutting down; version='3.36.1'
",0,0
"Aug 29 17:00:49 axcf2152 syslog-ng[2170]: syslog-ng starting up; version='3.36.1'
",0,0
"Aug 29 17:00:49 axcf2152 bash[2179]: CMD: /etc/init.d/syslog restart | USER: root | CWD: /opt/plcnext/master/scripts
",0,0
"Aug 29 17:01:01 axcf2152 crond[2186]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:01:01 axcf2152 crond[2183]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:01:01 axcf2152 crond[2184]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:01:01 axcf2152 crond[2185]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:01:01 axcf2152 crond[2187]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:01:01 axcf2152 CROND[2190]: (root) CMD (cd / && run-parts /etc/cron.hourly)
",0,0
"Aug 29 17:01:01 axcf2152 CROND[2191]: (root) CMD (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 17:01:01 axcf2152 CROND[2192]: (root) CMD (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 17:01:01 axcf2152 CROND[2193]: (root) CMD (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 17:01:01 axcf2152 CROND[2194]: (root) CMD (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 17:01:01 axcf2152 CROND[2195]: (root) CMD (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 17:01:02 axcf2152 CROND[2182]: (root) CMDEND (cd / && run-parts /etc/cron.hourly)
",0,0
"Aug 29 17:01:02 axcf2152 CROND[2187]: (root) CMDEND (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 17:01:02 axcf2152 CROND[2187]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:01:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/crontab
",0,0
"Aug 29 17:01:02 axcf2152 CROND[2185]: (root) CMDEND (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 17:01:02 axcf2152 CROND[2185]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:01:02 axcf2152 CROND[2183]: (root) CMDEND (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 17:01:02 axcf2152 root: [2024-08-29 17:01:02] Script executed: PID=1498, Command=fibofiled.sh, User=root, Args=/bin/sh /usr/sbin/fibofiled.sh /opt/fibo.ini
",0,0
"Aug 29 17:01:02 axcf2152 CROND[2183]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:01:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/crontab
",0,0
"Aug 29 17:01:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/crontab
",0,0
"Aug 29 17:01:02 axcf2152 root: [2024-08-29 17:01:02] Script executed: PID=2191, Command=cron_monit.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/cron_monit.sh
",0,0
"Aug 29 17:01:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/cron.d/
",0,0
"Aug 29 17:01:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/cron.d/
",0,0
"Aug 29 17:01:02 axcf2152 root: [2024-08-29 17:01:02] Script executed: PID=2192, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0
"Aug 29 17:01:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/cron.d/
",0,0
"Aug 29 17:01:02 axcf2152 CROND[2186]: (root) CMDEND (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 17:01:02 axcf2152 CROND[2186]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:01:02 axcf2152 root: [2024-08-29 17:01:02] Script executed: PID=2193, Command=bash_access.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/bash_access.sh
",0,0
"Aug 29 17:01:03 axcf2152 root: [2024-08-29 17:01:02] Script executed: PID=2194, Command=c2_monit.sh, User=, Args=[c2_monit.sh]
",0,0
"Aug 29 17:01:03 axcf2152 root: [2024-08-29 17:01:03] Script executed: PID=2199, Command=cron_monit.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/cron_monit.sh
",0,0
"Aug 29 17:01:03 axcf2152 root: [2024-08-29 17:01:03] Script executed: PID=2201, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0
"Aug 29 17:01:03 axcf2152 CROND[2184]: (root) CMDEND (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 17:01:03 axcf2152 CROND[2184]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:01:23 axcf2152 bash[2267]: CMD: vim /var/log/all.log  | USER: root | CWD: /opt/plcnext/master/scripts
",0,0
"Aug 29 17:01:25 axcf2152 bash[2275]: CMD: ls -la | USER: root | CWD: /opt/plcnext/master/scripts
",0,0
"Aug 29 17:01:47 axcf2152 bash[2283]: CMD: history | grep chow | USER: root | CWD: /opt/plcnext/master/scripts
",0,0
"Aug 29 17:02:00 axcf2152 bash[2291]: CMD: chown -R root * | USER: root | CWD: /opt/plcnext/master/scripts
",0,0
"Aug 29 17:02:01 axcf2152 crond[2294]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:02:01 axcf2152 crond[2297]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:02:01 axcf2152 crond[2295]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:02:01 axcf2152 crond[2293]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:02:01 axcf2152 crond[2296]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:02:01 axcf2152 CROND[2298]: (root) CMD (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 17:02:01 axcf2152 CROND[2300]: (root) CMD (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 17:02:01 axcf2152 CROND[2299]: (root) CMD (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 17:02:01 axcf2152 CROND[2301]: (root) CMD (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 17:02:01 axcf2152 CROND[2302]: (root) CMD (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 17:02:01 axcf2152 CROND[2297]: (root) CMDEND (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 17:02:01 axcf2152 CROND[2297]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:02:01 axcf2152 CROND[2295]: (root) CMDEND (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 17:02:01 axcf2152 CROND[2295]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:02:01 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/crontab
",0,0
"Aug 29 17:02:01 axcf2152 CROND[2293]: (root) CMDEND (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 17:02:01 axcf2152 CROND[2293]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:02:01 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/crontab
",0,0
"Aug 29 17:02:01 axcf2152 root: [2024-08-29 17:02:01] Script executed: PID=1498, Command=fibofiled.sh, User=root, Args=/bin/sh /usr/sbin/fibofiled.sh /opt/fibo.ini
",0,0
"Aug 29 17:02:01 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/crontab
",0,0
"Aug 29 17:02:01 axcf2152 root: [2024-08-29 17:02:01] Script executed: PID=2298, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0
"Aug 29 17:02:02 axcf2152 root: [2024-08-29 17:02:02] Script executed: PID=2301, Command=cron_monit.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/cron_monit.sh
",0,0
"Aug 29 17:02:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/ls -lR /etc/cron.d/
",0,0
"Aug 29 17:02:02 axcf2152 root: [2024-08-29 17:02:02] Script executed: PID=2302, Command=bash_access.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/bash_access.sh
",0,0
"Aug 29 17:02:02 axcf2152 root: [2024-08-29 17:02:02] Script executed: PID=2305, Command=cron_monit.sh, User=, Args=/bin/bash /opt/plcnext/master/scripts/cron_monit.sh
",0,0
"Aug 29 17:02:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/usr/bin/du -sh /etc/cron.d/
",0,0
"Aug 29 17:02:02 axcf2152 root: [2024-08-29 17:02:02] Script executed: PID=2317, Command=bash_monitor.sh, User=root, Args=/bin/bash /opt/plcnext/master/scripts/bash_monitor.sh
",0,0
"Aug 29 17:02:02 axcf2152 CROND[2294]: (root) CMDEND (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 17:02:02 axcf2152 CROND[2294]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:02:02 axcf2152 sudo:     root : PWD=/home/root ; USER=root ; COMMAND=/bin/stat -c %y /etc/cron.d/
",0,0
"Aug 29 17:02:02 axcf2152 CROND[2296]: (root) CMDEND (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 17:02:02 axcf2152 CROND[2296]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:02:03 axcf2152 bash[2373]: CMD: ls -la | USER: root | CWD: /opt/plcnext/master/scripts
",0,0
"Aug 29 17:02:49 axcf2152 bash[2383]: CMD: vim /var/log/all.log  | USER: root | CWD: /opt/plcnext/master/scripts
",0,0
"Aug 29 17:02:54 axcf2152 bash[2392]: CMD: ls | USER: root | CWD: /opt/plcnext/master/scripts
",0,0
"Aug 29 17:03:01 axcf2152 crond[2394]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:03:01 axcf2152 crond[2395]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:03:01 axcf2152 crond[2397]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:03:01 axcf2152 crond[2393]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:03:01 axcf2152 crond[2396]: pam_unix(crond:session): session opened for user root(uid=0) by (uid=0)
",0,0
"Aug 29 17:03:01 axcf2152 CROND[2401]: (root) CMD (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 17:03:01 axcf2152 CROND[2400]: (root) CMD (/opt/plcnext/master/scripts/bash_monitor.sh)
",0,0
"Aug 29 17:03:01 axcf2152 CROND[2399]: (root) CMD (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 17:03:01 axcf2152 CROND[2402]: (root) CMD (/opt/plcnext/master/scripts/bash_access.sh)
",0,0
"Aug 29 17:03:01 axcf2152 CROND[2403]: (root) CMD (/opt/plcnext/master/scripts/cron_monit.sh)
",0,0
"Aug 29 17:03:01 axcf2152 CROND[2397]: (root) CMDEND (/opt/plcnext/master/scripts/firewall_monit.sh)
",0,0
"Aug 29 17:03:01 axcf2152 CROND[2397]: pam_unix(crond:session): session closed for user root
",0,0
"Aug 29 17:03:01 axcf2152 CROND[2395]: (root) CMDEND (/opt/plcnext/master/scripts/c2_monit.sh)
",0,0
"Aug 29 17:03:01 axcf2152 CROND[2395]: pam_unix(crond:session): session closed for user root
",0,0
