Message,Label,Attack Technique
"2024-08-28T17:26:07.102540 Arp.Device.Interface.NetworkConfigurationChanged Device Interface Info Configuration of network interface 1 changed: IP address = 192.168.137.10 <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Device::NetworkConfigurationChangedPayload"">
 <field type=""String"">Configuration of network interface {0} changed: {1} = {2}</field>
 <field type=""Uint32"">1</field>
 <field type=""String"">IP address</field>
 <field type=""String"">192.168.137.10</field>
</payload>
  ",0,0
"2024-08-28T17:26:07.114561 Arp.Device.Interface.NetworkConfigurationFailed Device Interface Error Configuration of network interface 1 failed: subnet mask = 255.255.255.0 <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Device::NetworkConfigurationChangedPayload"">
 <field type=""String"">Configuration of network interface {0} failed: {1} = {2}</field>
 <field type=""Uint32"">1</field>
 <field type=""String"">subnet mask</field>
 <field type=""String"">255.255.255.0</field>
</payload>
  ",0,0
"2024-08-28T17:26:07.125472 Arp.Device.Interface.NetworkConfigurationChanged Device Interface Info Configuration of network interface 1 changed: gateway = 192.168.137.1 <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Device::NetworkConfigurationChangedPayload"">
 <field type=""String"">Configuration of network interface {0} changed: {1} = {2}</field>
 <field type=""Uint32"">1</field>
 <field type=""String"">gateway</field>
 <field type=""String"">192.168.137.1</field>
</payload>
  ",0,0
"2024-08-28T17:26:07.142543 Arp.Device.Interface.NetworkConfigurationChanged Device Interface Info Configuration of network interface 1 changed: dns-nameservers = 8.8.8.8 8.8.4.4 <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Device::NetworkConfigurationChangedPayload"">
 <field type=""String"">Configuration of network interface {0} changed: {1} = {2}</field>
 <field type=""Uint32"">1</field>
 <field type=""String"">dns-nameservers</field>
 <field type=""String"">8.8.8.8 8.8.4.4</field>
</payload>
  ",0,0
"2024-08-28T17:26:07.197516 Arp.Plc.Domain.PlcManager.StateChanged PLC Manager Info Plc state changed: Running ==> Stop (hot) <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Plc::PlcStateChangedPayload"">
 <field type=""String"">Plc state changed: Running ==&gt; Stop (hot)</field>
 <field type=""Uint32"">3</field>
 <field type=""Uint32"">131074</field>
</payload>
  ",0,0
"2024-08-28T17:26:10.780946 Arp.Services.NotificationLogger.ClosingArchive Notification Logger Info Closing archive 'security'. <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::NotificationLogger::MessageWithArchiveNamePayload"">
 <field type=""String"">Closing archive '{}'.</field>
 <field type=""String"">security</field>
</payload>
  ",0,0
"2024-08-28T17:26:51.873443 Arp.System.Acf.SystemManager.Startup System Manager Info System starting up. Firmware version 2022.9.0 (22.9.0.33) <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Acf::SystemStartupPayload"">
 <field type=""String"">System starting up. Firmware version {}</field>
 <field type=""String"">2022.9.0 (22.9.0.33)</field>
</payload>
  ",0,0
"2024-08-28T17:26:51.873674 Arp.System.Acf.SystemManager.StateChanged System Manager Info SystemManager state changed: None, error=false, warning=false <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Acf::SystemManagerStatePayload"">
 <field type=""String"">SystemManager state changed: {}, error={}, warning={}</field>
 <field type=""String"">None</field>
 <field type=""Bool"">false</field>
 <field type=""Bool"">false</field>
</payload>
  ",0,0
"2024-08-28T17:27:02.871140 Arp.Io.Axioline.StateChanged Axioline Info Axioline State changed: RDY (0x0080) <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Io::Axioline::AxioStatePayload"">
 <field type=""String"">Axioline State changed: RDY (0x0080)</field>
 <field type=""Uint16"">128</field>
 <field type=""Uint16"">0</field>
 <field type=""Uint16"">0</field>
</payload>
  ",0,0
"2024-08-28T17:27:04.911236 Arp.System.Acf.SystemManager.StateChanged System Manager Info SystemManager state changed: Ready, error=false, warning=false <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Acf::SystemManagerStatePayload"">
 <field type=""String"">SystemManager state changed: {}, error={}, warning={}</field>
 <field type=""String"">Ready</field>
 <field type=""Bool"">false</field>
 <field type=""Bool"">false</field>
</payload>
  ",0,0
"2024-08-28T17:27:06.703867 Arp.Io.PnD.PnStationStateChanged PROFINET Device Internal Led state changed: Arp.Io.PnD (Device), BF=On, SF=Off <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Io::ProfinetStack::PnStationStatePayload"">
 <field type=""String"">Led state changed: {} ({}), BF=On, SF=Off</field>
 <field type=""String"">Arp.Io.PnD</field>
 <field type=""String"">Device</field>
 <field type=""Bool"">true</field>
 <field type=""Bool"">false</field>
</payload>
  ",0,0
"2024-08-28T17:27:06.715990 Arp.Plc.Domain.PlcManager.StateChanged PLC Manager Info Plc state changed:  ==> Ready <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Plc::PlcStateChangedPayload"">
 <field type=""String"">Plc state changed:  ==&gt; Ready</field>
 <field type=""Uint32"">0</field>
 <field type=""Uint32"">1</field>
</payload>
  ",0,0
"2024-08-28T17:27:06.820950 Arp.Io.PnC.PnStationStateChanged PROFINET Controller Internal Led state changed: Arp.Io.PnC (Controller), BF=On, SF=Off <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Io::ProfinetStack::PnStationStatePayload"">
 <field type=""String"">Led state changed: {} ({}), BF=On, SF=Off</field>
 <field type=""String"">Arp.Io.PnC</field>
 <field type=""String"">Controller</field>
 <field type=""Bool"">true</field>
 <field type=""Bool"">false</field>
</payload>
  ",0,0
"2024-08-28T17:27:06.946021 Arp.Io.PnC.PnStationStateChanged PROFINET Controller Internal Led state changed: Arp.Io.PnC (Controller), BF=Off, SF=Off <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Io::ProfinetStack::PnStationStatePayload"">
 <field type=""String"">Led state changed: {} ({}), BF=Off, SF=Off</field>
 <field type=""String"">Arp.Io.PnC</field>
 <field type=""String"">Controller</field>
 <field type=""Bool"">false</field>
 <field type=""Bool"">false</field>
</payload>
  ",0,0
"2024-08-28T17:27:07.001672 Arp.Plc.Domain.PlcManager.StateChanged PLC Manager Info Plc state changed: Ready ==> Stop (warm) <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Plc::PlcStateChangedPayload"">
 <field type=""String"">Plc state changed: Ready ==&gt; Stop (warm)</field>
 <field type=""Uint32"">1</field>
 <field type=""Uint32"">1048578</field>
</payload>
  ",0,0
"2024-08-28T17:27:08.876502 Arp.System.Acf.SystemManager.StateChanged System Manager Info SystemManager state changed: Stop, error=false, warning=false <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Acf::SystemManagerStatePayload"">
 <field type=""String"">SystemManager state changed: {}, error={}, warning={}</field>
 <field type=""String"">Stop</field>
 <field type=""Bool"">false</field>
 <field type=""Bool"">false</field>
</payload>
  ",0,0
"2024-08-28T17:27:08.924755 Arp.Plc.Domain.PlcManager.ConditionFailed PLC Manager Info Starting Plc is delayed by 'Arp.Services.SystemEvents' because of 'Complete system start'. Timeout is set to 0 milliseconds. <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::Nm::StringPayload"">
 <field type=""String"">{1}</field>
 <field type=""Uint32"">1</field>
 <field type=""String"">Starting Plc is delayed by 'Arp.Services.SystemEvents' because of 'Complete system start'. Timeout is set to 0 milliseconds.</field>
</payload>
  ",0,0
"2024-08-28T17:27:08.926401 Arp.Plc.Domain.PlcManager.StateChanged PLC Manager Info Plc state changed: Stop (warm) ==> Stop (warm, starting delayed) <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Plc::PlcStateChangedPayload"">
 <field type=""String"">Plc state changed: Stop (warm) ==&gt; Stop (warm, starting delayed)</field>
 <field type=""Uint32"">1048578</field>
 <field type=""Uint32"">3145730</field>
</payload>
  ",0,0
"2024-08-28T17:27:08.931297 Arp.Device.Interface.EthernetLinkStateChanged Device Interface Info Link state changed: interface 1, port 2, status: Up <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Device::EthernetLinkStatePayload"">
 <field type=""String"">Link state changed: interface {}, port {}, status: {}</field>
 <field type=""Uint32"">1</field>
 <field type=""Uint32"">2</field>
 <field type=""String"">Up</field>
</payload>
  ",0,0
"2024-08-28T17:27:09.499373 Arp.Plc.Domain.PlcManager.StartingDelayed PLC Manager Info Plc start delay condition 'Complete system start' expired after 574 ms <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::Nm::StringPayload"">
 <field type=""String"">{1}</field>
 <field type=""Uint32"">1</field>
 <field type=""String"">Plc start delay condition 'Complete system start' expired after 574 ms</field>
</payload>
  ",0,0
"2024-08-28T17:27:09.542387 Arp.Plc.Domain.PlcManager.StateChanged PLC Manager Info Plc state changed: Stop (warm, starting delayed) ==> Running <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Plc::PlcStateChangedPayload"">
 <field type=""String"">Plc state changed: Stop (warm, starting delayed) ==&gt; Running</field>
 <field type=""Uint32"">3145730</field>
 <field type=""Uint32"">3</field>
</payload>
  ",0,0
"2024-08-28T17:27:09.639121 Arp.System.Acf.SystemManager.StateChanged System Manager Info SystemManager state changed: Running, error=false, warning=false <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Acf::SystemManagerStatePayload"">
 <field type=""String"">SystemManager state changed: {}, error={}, warning={}</field>
 <field type=""String"">Running</field>
 <field type=""Bool"">false</field>
 <field type=""Bool"">false</field>
</payload>
  ",0,0
"2024-08-28T17:53:34.183275 Arp.Plc.Domain.PlcManager.StateChanged PLC Manager Info Plc state changed: Running ==> Stop (hot) <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Plc::PlcStateChangedPayload"">
 <field type=""String"">Plc state changed: Running ==&gt; Stop (hot)</field>
 <field type=""Uint32"">3</field>
 <field type=""Uint32"">131074</field>
</payload>
  ",0,0
"2024-08-28T17:53:34.580179 Arp.Plc.Domain.PlcManager.StateChanged PLC Manager Info Plc state changed: Stop (hot) ==> Ready <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Plc::PlcStateChangedPayload"">
 <field type=""String"">Plc state changed: Stop (hot) ==&gt; Ready</field>
 <field type=""Uint32"">131074</field>
 <field type=""Uint32"">1</field>
</payload>
  ",0,0
"2024-08-28T17:53:37.167025 Arp.Plc.Domain.PlcManager.StateChanged PLC Manager Info Plc state changed: Ready ==> Stop (warm) <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Plc::PlcStateChangedPayload"">
 <field type=""String"">Plc state changed: Ready ==&gt; Stop (warm)</field>
 <field type=""Uint32"">1</field>
 <field type=""Uint32"">1048578</field>
</payload>
  ",0,0
"2024-08-28T17:53:37.422328 Arp.Plc.Domain.PlcManager.StateChanged PLC Manager Info Plc state changed: Stop (warm) ==> Running <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Plc::PlcStateChangedPayload"">
 <field type=""String"">Plc state changed: Stop (warm) ==&gt; Running</field>
 <field type=""Uint32"">1048578</field>
 <field type=""Uint32"">3</field>
</payload>
  ",0,0
"2024-08-28T17:57:14.071942 Arp.Plc.Domain.PlcManager.StateChanged PLC Manager Info Plc state changed: Running ==> Stop (hot) <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Plc::PlcStateChangedPayload"">
 <field type=""String"">Plc state changed: Running ==&gt; Stop (hot)</field>
 <field type=""Uint32"">3</field>
 <field type=""Uint32"">131074</field>
</payload>
  ",0,0
"2024-08-28T17:57:16.737014 Arp.Services.NotificationLogger.ClosingArchive Notification Logger Info Closing archive 'security'. <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::NotificationLogger::MessageWithArchiveNamePayload"">
 <field type=""String"">Closing archive '{}'.</field>
 <field type=""String"">security</field>
</payload>
  ",0,0
"2024-08-28T17:57:26.217684 Arp.System.Acf.SystemManager.Startup System Manager Info System starting up. Firmware version 2022.9.0 (22.9.0.33) <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Acf::SystemStartupPayload"">
 <field type=""String"">System starting up. Firmware version {}</field>
 <field type=""String"">2022.9.0 (22.9.0.33)</field>
</payload>
  ",0,0
"2024-08-28T17:57:26.217814 Arp.System.Acf.SystemManager.StateChanged System Manager Info SystemManager state changed: None, error=false, warning=false <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Acf::SystemManagerStatePayload"">
 <field type=""String"">SystemManager state changed: {}, error={}, warning={}</field>
 <field type=""String"">None</field>
 <field type=""Bool"">false</field>
 <field type=""Bool"">false</field>
</payload>
  ",0,0
"2024-08-28T17:57:34.711209 Arp.Io.Axioline.StateChanged Axioline Info Axioline State changed: RDY (0x0080) <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Io::Axioline::AxioStatePayload"">
 <field type=""String"">Axioline State changed: RDY (0x0080)</field>
 <field type=""Uint16"">128</field>
 <field type=""Uint16"">0</field>
 <field type=""Uint16"">0</field>
</payload>
  ",0,0
"2024-08-28T17:57:36.528691 Arp.System.Acf.SystemManager.StateChanged System Manager Info SystemManager state changed: Ready, error=false, warning=false <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Acf::SystemManagerStatePayload"">
 <field type=""String"">SystemManager state changed: {}, error={}, warning={}</field>
 <field type=""String"">Ready</field>
 <field type=""Bool"">false</field>
 <field type=""Bool"">false</field>
</payload>
  ",0,0
"2024-08-28T17:57:38.303180 Arp.Io.PnD.PnStationStateChanged PROFINET Device Internal Led state changed: Arp.Io.PnD (Device), BF=On, SF=Off <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Io::ProfinetStack::PnStationStatePayload"">
 <field type=""String"">Led state changed: {} ({}), BF=On, SF=Off</field>
 <field type=""String"">Arp.Io.PnD</field>
 <field type=""String"">Device</field>
 <field type=""Bool"">true</field>
 <field type=""Bool"">false</field>
</payload>
  ",0,0
"2024-08-28T17:57:38.314376 Arp.Plc.Domain.PlcManager.StateChanged PLC Manager Info Plc state changed:  ==> Ready <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Plc::PlcStateChangedPayload"">
 <field type=""String"">Plc state changed:  ==&gt; Ready</field>
 <field type=""Uint32"">0</field>
 <field type=""Uint32"">1</field>
</payload>
  ",0,0
"2024-08-28T17:57:38.672196 Arp.Io.PnC.PnStationStateChanged PROFINET Controller Internal Led state changed: Arp.Io.PnC (Controller), BF=On, SF=Off <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Io::ProfinetStack::PnStationStatePayload"">
 <field type=""String"">Led state changed: {} ({}), BF=On, SF=Off</field>
 <field type=""String"">Arp.Io.PnC</field>
 <field type=""String"">Controller</field>
 <field type=""Bool"">true</field>
 <field type=""Bool"">false</field>
</payload>
  ",0,0
"2024-08-28T17:57:38.908340 Arp.Io.PnC.PnStationStateChanged PROFINET Controller Internal Led state changed: Arp.Io.PnC (Controller), BF=Off, SF=Off <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Io::ProfinetStack::PnStationStatePayload"">
 <field type=""String"">Led state changed: {} ({}), BF=Off, SF=Off</field>
 <field type=""String"">Arp.Io.PnC</field>
 <field type=""String"">Controller</field>
 <field type=""Bool"">false</field>
 <field type=""Bool"">false</field>
</payload>
  ",0,0
"2024-08-28T17:57:39.075082 Arp.Plc.Domain.PlcManager.StateChanged PLC Manager Info Plc state changed: Ready ==> Stop (warm) <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Plc::PlcStateChangedPayload"">
 <field type=""String"">Plc state changed: Ready ==&gt; Stop (warm)</field>
 <field type=""Uint32"">1</field>
 <field type=""Uint32"">1048578</field>
</payload>
  ",0,0
"2024-08-28T17:57:40.609223 Arp.System.Acf.SystemManager.StateChanged System Manager Info SystemManager state changed: Stop, error=false, warning=false <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Acf::SystemManagerStatePayload"">
 <field type=""String"">SystemManager state changed: {}, error={}, warning={}</field>
 <field type=""String"">Stop</field>
 <field type=""Bool"">false</field>
 <field type=""Bool"">false</field>
</payload>
  ",0,0
"2024-08-28T17:57:40.673344 Arp.Plc.Domain.PlcManager.ConditionFailed PLC Manager Info Starting Plc is delayed by 'Arp.Services.SystemEvents' because of 'Complete system start'. Timeout is set to 0 milliseconds. <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::Nm::StringPayload"">
 <field type=""String"">{1}</field>
 <field type=""Uint32"">1</field>
 <field type=""String"">Starting Plc is delayed by 'Arp.Services.SystemEvents' because of 'Complete system start'. Timeout is set to 0 milliseconds.</field>
</payload>
  ",0,0
"2024-08-28T17:57:40.679967 Arp.Plc.Domain.PlcManager.StateChanged PLC Manager Info Plc state changed: Stop (warm) ==> Stop (warm, starting delayed) <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Plc::PlcStateChangedPayload"">
 <field type=""String"">Plc state changed: Stop (warm) ==&gt; Stop (warm, starting delayed)</field>
 <field type=""Uint32"">1048578</field>
 <field type=""Uint32"">3145730</field>
</payload>
  ",0,0
"2024-08-28T17:57:40.686563 Arp.Device.Interface.EthernetLinkStateChanged Device Interface Info Link state changed: interface 1, port 2, status: Up <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Device::EthernetLinkStatePayload"">
 <field type=""String"">Link state changed: interface {}, port {}, status: {}</field>
 <field type=""Uint32"">1</field>
 <field type=""Uint32"">2</field>
 <field type=""String"">Up</field>
</payload>
  ",0,0
"2024-08-28T17:57:41.065407 Arp.Plc.Domain.PlcManager.StartingDelayed PLC Manager Info Plc start delay condition 'Complete system start' expired after 392 ms <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::Nm::StringPayload"">
 <field type=""String"">{1}</field>
 <field type=""Uint32"">1</field>
 <field type=""String"">Plc start delay condition 'Complete system start' expired after 392 ms</field>
</payload>
  ",0,0
"2024-08-28T17:57:41.106816 Arp.Plc.Domain.PlcManager.StateChanged PLC Manager Info Plc state changed: Stop (warm, starting delayed) ==> Running <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Plc::PlcStateChangedPayload"">
 <field type=""String"">Plc state changed: Stop (warm, starting delayed) ==&gt; Running</field>
 <field type=""Uint32"">3145730</field>
 <field type=""Uint32"">3</field>
</payload>
  ",0,0
"2024-08-28T17:57:41.114984 Arp.System.Acf.SystemManager.StateChanged System Manager Info SystemManager state changed: Running, error=false, warning=false <?xml version=""1.0"" encoding=""UTF-8""?>
<payload name=""Arp::System::NmPayload::Acf::SystemManagerStatePayload"">
 <field type=""String"">SystemManager state changed: {}, error={}, warning={}</field>
 <field type=""String"">Running</field>
 <field type=""Bool"">false</field>
 <field type=""Bool"">false</field>
</payload>
  ",0,0
